date,ticker,prob,rsi14,ma_ratio,rvol20,ret1
2024-06-26,CMAX,0.5982657018149419,56.11814345991561,0.9946870778928412,0.10220307226743625,0.5
2024-06-26,OPTX,0.5982657018149419,67.44186046511628,0.9653951154725893,0.10220307226743625,0.5
2024-06-26,VLCN,0.5635298181475891,26.933514246947084,0.5104818033105359,0.10220307226743625,0.18705035971223016
2024-06-26,ICU,0.5517727111523458,44.92525570416994,0.8418319169027384,0.10220307226743625,0.18867924528301883
2024-06-26,BNED,0.5253103908706457,11.084481725584183,0.5,0.10220307226743625,0.062027231467473465
2024-06-26,MLGO,0.5160208212388495,75.76407506702412,1.2566431214261689,0.10220307226743625,0.12865895166780117
2024-06-26,MEDS,0.5001635122762462,74.2110453648915,1.1309024913380634,0.10220307226743625,0.35119726339794766
2024-06-26,AISP,0.41892962276159307,50.08103727714749,1.0501007049345419,0.10220307226743625,-0.11886304909560719
2024-06-26,ZNTL,0.41892962276159307,11.431513903192581,0.7242517355183794,0.10220307226743625,-0.00952380952380949
2024-06-26,BRFH,0.41892962276159307,80.62678062678063,1.2719200887902327,0.10220307226743625,0.13496932515337434
